image,caption
VizWiz_test_00007747.jpg,A box of Hamburger Helper is on top of a table.
VizWiz_test_00007748.jpg,"A container / package that contains various goods / edible / liquid items, including a beverage / liquid item, with a picture of the product on the front."
VizWiz_test_00007749.jpg,A wooden chair is on a wooden floor next to a wooden table.
VizWiz_test_00007750.jpg,A white electronic device with a black button and a white button on the bottom.
VizWiz_test_00007751.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007752.jpg,A can of Campbell's chunky soup sitting on a person's lap.
VizWiz_test_00007753.jpg,A person is holding a box of instant oatmeal.
VizWiz_test_00007754.jpg,A box of chicken noodle soup is on top of a table.
VizWiz_test_00007755.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a person's hand holding a small object in front of a white wall with a blue background and a white background with a black background and white text on it."
VizWiz_test_00007756.jpg,A close up of a microwave oven showing the time and the time.
VizWiz_test_00007757.jpg,A can of food is on top of the counter.
VizWiz_test_00007758.jpg,A close up of a silver watch on a man's wrist.
VizWiz_test_00007759.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a black screen."
VizWiz_test_00007760.jpg,A can of food is on top of a wooden table.
VizWiz_test_00007761.jpg,A box of hot dogs is on top of the table.
VizWiz_test_00007762.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read anything."
VizWiz_test_00007763.jpg,A bottle of lotion is on top of a table.
VizWiz_test_00007764.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a house."
VizWiz_test_00007765.jpg,"Quality issues are too severe to recognize visual content, it's too close to the camera to tell what it is, and too blurry to recognize what it's."
VizWiz_test_00007766.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007767.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007768.jpg,A person is holding a white cordless phone in their lap.
VizWiz_test_00007769.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007770.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it says."
VizWiz_test_00007771.jpg,A blue ball on top of a wooden surface.
VizWiz_test_00007772.jpg,A package of frozen food is on top of a counter.
VizWiz_test_00007773.jpg,A person is holding a container of food with a label.
VizWiz_test_00007774.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and the image is too blurred to tell anything else, it just looks like someone is wearing a white shirt."
VizWiz_test_00007775.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007776.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read anything else."
VizWiz_test_00007777.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what the problem is, and it's impossible to determine what it is, but it's clear that it's not a problem because it's just a sign that someone is going to be nice to you and you can't tell what they're going to do to you."
VizWiz_test_00007778.jpg,A dog is sitting on the floor in a living room with a TV in the background and a dog in front of it.
VizWiz_test_00007779.jpg,A black and white t-shirt with a floral design on it.
VizWiz_test_00007780.jpg,A close up of a white t-shirt with a white label on it.
VizWiz_test_00007781.jpg,A bottle of cleaner is on top of a table.
VizWiz_test_00007782.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007783.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a box of tissues."
VizWiz_test_00007784.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007785.jpg,A pair of black headphones sitting on a bed with a white sheet.
VizWiz_test_00007786.jpg,A black dog is laying down on a bed with a white blanket and a white dog in the background.
VizWiz_test_00007787.jpg,The back of a black and silver package of an electronic device.
VizWiz_test_00007788.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007789.jpg,A black dog is standing on the ground in front of a white door.
VizWiz_test_00007790.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a box of food with a red and yellow label."
VizWiz_test_00007791.jpg,A jar of pickles is on top of a table.
VizWiz_test_00007792.jpg,A close up of a black keyboard with white lettering on it.
VizWiz_test_00007793.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to see anything else."
VizWiz_test_00007794.jpg,A picture of a dog is on the cover of a newspaper.
VizWiz_test_00007795.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007796.jpg,A Keurig K-cup of Green Mountain Coffee is on a table.
VizWiz_test_00007797.jpg,"A piece of fabric with green, yellow, and blue flowers on it."
VizWiz_test_00007798.jpg,A microwaveable meal is on top of a wooden table.
VizWiz_test_00007799.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what the product is, but it's not clear what it is, and it has a barcode and barcode."
VizWiz_test_00007800.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and it's not clear what the object is, but it looks like it could be some kind of fabric or something."
VizWiz_test_00007801.jpg,"A person is holding a box of Kraft macaroni and cheese in their left hand, the box has a barcode on it, and the barcode is on the back of the box, and it says Kraft Macaroni & Cheese in blue and white, with a bar code on the front of it, the bar code is on top of a wooden surface."
VizWiz_test_00007802.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007803.jpg,A container / package that contains various goods / edible / liquid items / goods that can be used to make / edible items / edible/ liquid items.
VizWiz_test_00007804.jpg,A person is standing on a scale with their feet crossed.
VizWiz_test_00007805.jpg,A box of frozen food is on top of a table.
VizWiz_test_00007806.jpg,A person is holding a cup of coffee in their hand.
VizWiz_test_00007807.jpg,A box of frozen food is on top of a table.
VizWiz_test_00007808.jpg,A can of Campbell's tomato soup with a red and white label.
VizWiz_test_00007809.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007810.jpg,A box of candy is on top of a bed.
VizWiz_test_00007811.jpg,A box of frozen dinner is on top of a table.
VizWiz_test_00007812.jpg,A person is holding up a box of Harry Potter DVDs.
VizWiz_test_00007813.jpg,A person is sitting on a bed with a sheet of paper on it.
VizWiz_test_00007814.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to see anything else."
VizWiz_test_00007815.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a kitchen with a TV in the background."
VizWiz_test_00007816.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and it looks like it could be some type of green fabric."
VizWiz_test_00007817.jpg,A person is holding a bottle of medicine in their hand.
VizWiz_test_00007818.jpg,A person is holding a box of food in their hand.
VizWiz_test_00007819.jpg,A screenshot of a computer screen showing a captcha on the screen.
VizWiz_test_00007820.jpg,A clear plastic water bottle is sitting on a counter top.
VizWiz_test_00007821.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a house."
VizWiz_test_00007822.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007823.jpg,A package of food is on top of the table.
VizWiz_test_00007824.jpg,"Quality issues are too severe to recognize visual content, it's too close to the camera to tell what it is, and it's not clear what the object is."
VizWiz_test_00007825.jpg,A bed with a white blanket and a red pillow on it.
VizWiz_test_00007826.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a woman in a red dress and a TV screen with a man in a white dress and black dress with a woman on the front of it."
VizWiz_test_00007827.jpg,A black cell phone is laying on a person's lap with a pink shirt and a black phone in the background.
VizWiz_test_00007828.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and it's not clear what the product is, but I can't see what it's, but it's a tube of something."
VizWiz_test_00007829.jpg,"Quality issues are too severe to recognize visual content, it's just a reflection of the sun."
VizWiz_test_00007830.jpg,Quality issues are too severe to recognize visual content.
VizWiz_test_00007831.jpg,A blue ball of yarn is laying on top of a white surface.
VizWiz_test_00007832.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and it's hard to tell if it's a piece of fabric."
VizWiz_test_00007833.jpg,A person is holding a package of food in their hand.
VizWiz_test_00007834.jpg,A black and white cat is laying on the floor.
VizWiz_test_00007835.jpg,A can of Campbell's cream of mushroom soup sitting on a counter top with a white stove top.
VizWiz_test_00007836.jpg,A person is holding a box with a yellow and green label.
VizWiz_test_00007837.jpg,A black and white cat is laying on a white blanket.
VizWiz_test_00007838.jpg,A package of frozen meat is on top of a table.
VizWiz_test_00007839.jpg,A picture of the food is on the packaging and has a picture of a dog on the front of the packaging with the word dog on it on the back of the package with the words dog and dog in the title and description on the package.
VizWiz_test_00007840.jpg,A TV is on top of a table with a TV on it and a TV in the background.
VizWiz_test_00007841.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007842.jpg,A can of coffee is on top of a person's lap.
VizWiz_test_00007843.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007844.jpg,"A container/ box / bottle that contains various goods / edible / liquid items, including milk / dairy / lactose / dairy-free / gluten free / dairy free / lacto-free."
VizWiz_test_00007845.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what the object is."
VizWiz_test_00007846.jpg,A box of frozen food is on top of a table.
VizWiz_test_00007847.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007848.jpg,A box of Marie Callender's frozen food with a picture of the food on the front.
VizWiz_test_00007849.jpg,A twenty dollar bill with a picture of a woman on it.
VizWiz_test_00007850.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a house with a tree and trees in the background."
VizWiz_test_00007851.jpg,A close up of a white button up shirt with a zipper.
VizWiz_test_00007852.jpg,A box of frozen food is on top of a table.
VizWiz_test_00007853.jpg,A remote control for a TV is on top of a bed.
VizWiz_test_00007854.jpg,A wooden dining table with a wooden chair and a wooden table.
VizWiz_test_00007855.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007856.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007857.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and too blurry for visual content to tell anything else in the image."
VizWiz_test_00007858.jpg,A white plate with a white plate on it and a black plate on top of it.
VizWiz_test_00007859.jpg,Quality issues are too severe to recognize visual content.
VizWiz_test_00007860.jpg,A computer screen with multiple choice questions on it.
VizWiz_test_00007861.jpg,A blue and white striped ball cap with a blue and yellow stripe.
VizWiz_test_00007862.jpg,A container of yogurt is on top of the counter.
VizWiz_test_00007863.jpg,A green and white bag with a picture of flowers on it.
VizWiz_test_00007864.jpg,A red and white striped polo shirt is laid out on a bed.
VizWiz_test_00007865.jpg,A purple and pink pill bottle on a bed with a pink pillow in the background.
VizWiz_test_00007866.jpg,A person is holding a bag of chips in their hand.
VizWiz_test_00007867.jpg,A white door with a white handle and a black handle.
VizWiz_test_00007868.jpg,A glass bottle of salt and pepper sitting on a wooden table.
VizWiz_test_00007869.jpg,A twenty dollar bill is on top of a table.
VizWiz_test_00007870.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007871.jpg,A bottle of cleaner is on top of a table.
VizWiz_test_00007872.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007873.jpg,A pink and white striped dress is on top of a white bed sheet.
VizWiz_test_00007874.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a man wearing a red shirt and a black and white shirt with a man on the front of it."
VizWiz_test_00007875.jpg,A red candle is on top of a wooden table.
VizWiz_test_00007876.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007877.jpg,A piece of paper currency is on top of a wooden table.
VizWiz_test_00007878.jpg,A bottle of medicine is on top of a tablecloth.
VizWiz_test_00007879.jpg,A tube of lotion is on top of a table.
VizWiz_test_00007880.jpg,A can of food is on top of a wooden table.
VizWiz_test_00007881.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007882.jpg,"Quality issues are too severe to recognize visual content, it's just a white piece of fabric."
VizWiz_test_00007883.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read anything else."
VizWiz_test_00007884.jpg,A bottle of laundry detergent is on top of a table.
VizWiz_test_00007885.jpg,A person is holding a bottle of Ibuprofen with a white and blue label.
VizWiz_test_00007886.jpg,A person is holding a bottle of beer in front of a window with a window in the background and a person's hand holding a small bottle of whiskey.
VizWiz_test_00007887.jpg,A person is holding a container of yogurt in their hand.
VizWiz_test_00007888.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007889.jpg,A white piece of fruit is on top of a wooden table.
VizWiz_test_00007890.jpg,"Quality issues are too severe to recognize visual content, it's just a reflection of a white background."
VizWiz_test_00007891.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007892.jpg,A bed with a picture of a soccer team on it and a blue shirt hanging on the wall.
VizWiz_test_00007893.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007894.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to see anything else."
VizWiz_test_00007940.jpg,A person is holding a can of soda in their hand.
VizWiz_test_00007941.jpg,A person is holding up a bottle of orange juice.
VizWiz_test_00007942.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is, and it's hard to determine what the object is, but it looks like it could be some sort of fabric or something."
VizWiz_test_00007943.jpg,A box of frozen food is on top of a table.
VizWiz_test_00007944.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007945.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007946.jpg,A close up of a black and red box of crackers.
VizWiz_test_00007947.jpg,"Quality issues are too severe to recognize visual content, it's just a blur of light."
VizWiz_test_00007948.jpg,A can of pineapple juice is on top of a table.
VizWiz_test_00007949.jpg,A piece of paper with numbers on it and a number pad on top of it.
VizWiz_test_00007950.jpg,A bottle of lemonade is on top of a counter.
VizWiz_test_00007951.jpg,"Quality issues are too severe to recognize visual content, it's too close to the camera to see anything else in the room, and the door is too wide to see through the window."
VizWiz_test_00007952.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a CD."
VizWiz_test_00007953.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is, and the image is too close to the camera to tell what it's meant to be."
VizWiz_test_00007954.jpg,A car is parked in front of a parking lot with a sign on the side of it.
VizWiz_test_00007955.jpg,A bag of potato chips is on top of a counter.
VizWiz_test_00007956.jpg,A box of granola bars is on top of a table.
VizWiz_test_00007957.jpg,A white piece of paper with black lettering on it.
VizWiz_test_00007958.jpg,"A close up of a blue, white, and blue logo on a piece of fabric."
VizWiz_test_00007959.jpg,A remote control for a television is on a person's lap.
VizWiz_test_00007960.jpg,A box of tea is on top of a wooden table.
VizWiz_test_00007961.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007962.jpg,A t-shirt is laying on a bed with a floral pattern on the front.
VizWiz_test_00007963.jpg,A can of tomatoes is on top of the table.
VizWiz_test_00007964.jpg,"Quality issues are too severe to recognize visual content, it's just a blur of light in the background."
VizWiz_test_00007965.jpg,A black laptop computer with a white keyboard and a black screen.
VizWiz_test_00007966.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007967.jpg,Quality issues are too severe to recognize visual content.
VizWiz_test_00007968.jpg,A black t-shirt with a picture of a black man on it.
VizWiz_test_00007969.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007970.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007971.jpg,A box of orange juice is on top of a table.
VizWiz_test_00007972.jpg,A package of ground beef is on top of the table.
VizWiz_test_00007973.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what's in the image."
VizWiz_test_00007974.jpg,A computer screen with a blue background and a white background.
VizWiz_test_00007975.jpg,A person is holding a blue plastic container in their hand.
VizWiz_test_00007976.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read what it is."
VizWiz_test_00007977.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007978.jpg,"Quality issues are too severe to recognize visual content, it's just a screenshot of a computer screen with a blue background and a white background with a black background and white text on the bottom."
VizWiz_test_00007979.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007980.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007981.jpg,A can of soda is sitting on a desk next to a computer keyboard.
VizWiz_test_00007982.jpg,"Quality issues are too severe to recognize visual content, it's just a picture of a computer screen."
VizWiz_test_00007983.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to read anything else."
VizWiz_test_00007984.jpg,A black computer screen with white text and black text.
VizWiz_test_00007985.jpg,A laptop screen with a black screen and a white keyboard.
VizWiz_test_00007986.jpg,"Quality issues are too severe to recognize visual content, it's just a screenshot of a computer screen."
VizWiz_test_00007987.jpg,A computer screen with a blue background and a white background.
VizWiz_test_00007988.jpg,"Quality issues are too severe to recognize visual content, it's just a screenshot of a computer screen."
VizWiz_test_00007989.jpg,A piece of paper with a math problem on it and a math question on top of it.
VizWiz_test_00007990.jpg,A person is holding up a box of frozen food.
VizWiz_test_00007991.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what's in the image, and it's not clear what the object is, but it looks like someone is sitting in a room with a chair, and there's a chair in the background."
VizWiz_test_00007992.jpg,A package of coffee is on top of a table.
VizWiz_test_00007993.jpg,A computer screen showing a website with a captcha on the screen.
VizWiz_test_00007994.jpg,A room with a TV on and a TV in the background.
VizWiz_test_00007995.jpg,A computer screen with a message asking if you want to restore your computer or to restore the computer.
VizWiz_test_00007996.jpg,"Quality issues are too severe to recognize visual content, it's too blurry to tell what it is."
VizWiz_test_00007997.jpg,A computer screen with a screen showing a captcha and a message.
VizWiz_test_00007998.jpg,A person is holding a box of some kind of electronic device.
VizWiz_test_00007999.jpg,A close up of a menu for a restaurant with a list of menu options.
